Order ID,Product ID,Purchase Address ID,Quantity Ordered
296101,12,436,1
296102,1,437,1
296103,8,438,1
296104,7,439,1
296105,12,440,1
296106,17,441,3
296107,12,442,1
296108,6,443,1
296109,4,444,1
296110,18,445,1
296111,6,446,1
296112,3,447,1
296113,4,448,1
296114,3,449,1
296115,5,450,1
296116,7,451,1
296117,5,452,1
296118,4,453,1
296119,5,454,1
296120,15,455,1
296121,15,456,1
296122,15,457,1
296123,1,458,1
296124,12,459,1
296125,2,460,1
296126,13,461,1
296127,15,462,1
296128,5,463,2
296129,6,464,1
296130,2,465,1
296131,7,466,1
296132,0,467,1
296133,4,468,1
296134,5,469,1
296135,4,470,1
296135,12,470,1
296136,15,471,1
296137,17,472,1
296138,3,473,1
296139,7,474,1
296140,13,475,1
296141,12,476,1
296141,7,476,1
296142,9,477,1
296143,5,478,1
296144,18,479,1
296144,6,479,1
296145,1,480,1
296146,15,481,1
296147,9,482,1
296148,2,483,1
296149,5,484,2
296150,6,485,1
296151,4,486,1
296152,15,487,1
296152,12,487,1
296153,6,488,1
296154,12,489,1
296155,4,490,1
296156,12,491,1
296157,5,492,1
296158,15,493,1
296159,17,494,1
296160,17,495,1
296161,5,496,1
296162,12,497,1
296163,2,498,1
296164,12,499,1
296165,4,500,2
296166,17,501,1
296167,5,502,4
296168,14,503,1
296169,18,504,1
296170,4,505,2
296171,7,506,1
296172,17,507,1
296173,6,508,1
296174,2,509,1
296175,7,510,1
296176,17,511,1
296177,14,512,1
296178,5,513,1
296179,6,514,1
296180,4,515,4
296181,17,516,1
296182,7,517,1
296183,15,518,1
296184,1,519,1
296185,6,520,1
296186,6,521,1
296187,9,522,1
296187,15,522,1
296188,2,523,1
296189,4,524,1
296190,4,525,2
296191,15,526,1
296192,7,527,1
296193,5,528,1
296194,6,529,1
296195,6,530,1
296196,12,531,1
296197,0,532,1
296198,16,533,1
296199,9,534,1
296200,7,535,1
296201,4,536,1
296202,15,537,1
296203,3,538,1
296204,6,539,1
296205,15,540,1
296206,1,541,1
296207,17,542,1
296208,1,543,1
296209,4,544,1
296210,13,545,1
296211,5,546,2
296212,2,547,1
296213,18,548,1
296214,7,549,1
296215,6,550,1
296216,4,551,2
296217,4,552,4
296218,4,553,1
296219,12,554,1
296220,6,555,1
296221,6,556,1
296222,6,557,1
296223,4,558,1
296224,7,559,1
296225,12,560,2
296226,6,561,1
296227,1,562,1
296228,8,563,1
296229,9,564,1
296230,15,565,1
296231,15,566,1
296232,4,567,1
296233,4,568,1
296234,18,569,1
296235,15,570,1
296236,4,571,2
296237,2,572,1
296238,14,573,1
296239,12,574,1
296240,15,575,1
296241,15,576,1
296242,15,577,1
296243,3,578,1
296244,15,579,1
296245,12,580,1
296246,6,581,1
296247,5,582,1
296248,8,583,1
296249,17,584,1
296250,12,585,1
296251,6,586,1
296252,12,587,1
296253,4,588,2
296254,15,589,3
296255,14,590,1
296256,7,591,1
296257,6,592,1
296258,4,593,3
296259,17,594,1
296260,7,595,1
296261,17,596,1
296262,12,597,1
296263,9,598,1
296263,17,598,1
296264,12,599,1
296265,18,600,1
296266,2,601,1
296267,8,602,1
296267,12,602,1
296268,0,603,1
296269,4,604,1
296270,15,605,1
296271,6,606,1
296272,8,607,1
296273,17,608,1
296274,15,609,1
296275,12,610,1
296276,16,611,1
296276,15,611,1
296277,3,612,1
296278,5,613,3
296279,12,400,1
296280,6,614,1
296281,6,615,1
296282,4,616,1
296283,5,617,1
296284,12,618,1
296285,12,619,2
296286,5,620,2
296287,7,621,1
296288,8,622,1
296289,17,623,1
296290,12,624,1
296291,3,625,1
296292,12,626,1
296293,17,627,1
296294,6,628,1
296295,5,629,1
296296,12,630,1
296297,15,631,1
296298,12,632,1
296299,15,633,1
296300,4,634,2
296301,4,635,1
296302,6,636,1
296303,12,637,1
296304,5,638,7
296305,4,639,2
296306,5,640,2
296307,6,641,1
296308,15,642,1
296309,1,643,1
296310,5,644,1
296311,15,645,1
296312,12,646,1
296313,1,647,1
296314,3,648,1
296315,15,649,1
296316,5,650,1
296317,4,651,1
296318,7,652,1
296319,0,653,1
296320,4,654,2
296321,7,655,1
296322,4,656,2
296323,12,657,1
296324,3,658,1
296325,13,659,1
296326,0,660,1
296327,15,661,1
296328,15,662,1
296329,11,663,1
296330,17,664,1
296331,8,665,1
296332,15,666,1
296333,1,667,1
296334,12,668,1
296335,17,669,1
296336,12,670,1
296337,3,671,1
296338,15,672,1
296339,15,673,2
296340,5,674,2
296341,5,675,1
296342,15,676,1
296343,1,677,1
296344,2,678,1
296345,4,679,1
296346,13,680,1
296347,9,681,1
296348,4,682,3
296349,12,683,1
296350,17,684,1
296351,14,685,1
296352,12,686,1
296353,18,687,1
296353,12,687,1
296353,17,687,1
296353,4,687,2
296354,16,688,1
296354,15,688,1
296355,12,689,1
296356,0,690,1
296357,15,691,1
296358,3,692,1
296359,4,693,1
296360,9,694,1
296361,17,695,1
296362,12,696,1
296363,4,697,3
296364,15,698,1
296365,16,699,1
296366,15,700,1
296367,18,701,1
296368,3,702,1
296369,17,703,1
296370,2,704,1
296371,18,705,1
296372,4,706,1
296373,17,707,1
296374,5,708,1
296375,12,709,1
296376,10,710,1
296377,6,711,1
296378,17,712,1
296379,12,713,1
296380,15,714,1
296381,12,715,1
296382,18,716,1
296383,12,717,1
296384,12,718,1
296385,3,719,1
296386,4,720,1
296387,15,721,2
296388,4,722,1
296389,18,723,1
296390,18,724,1
296390,17,724,1
296391,9,725,1
296392,6,726,1
296393,15,727,1
296394,12,728,1
296395,15,729,1
296396,17,730,1
296397,12,731,1
296398,5,732,1
296399,5,733,1
296400,4,734,1
296401,17,735,1
296402,15,736,1
296403,17,737,1
296404,7,738,1
296405,17,739,2
296406,14,740,1
296407,15,741,1
296408,17,742,1
296409,5,743,2
296410,12,744,1
296411,12,745,2
296412,6,746,1
296413,8,747,1
296414,3,748,1
296415,7,749,1
296416,7,750,1
296417,4,751,1
296418,4,752,2
296419,12,753,1
296420,15,754,2
296421,15,755,1
296422,15,756,1
296423,1,757,1
296424,6,758,1
296425,12,759,1
296426,4,760,2
296427,12,761,1
296428,12,762,1
296429,4,763,2
296430,12,764,1
296431,7,765,1
296432,5,766,1
296433,6,767,1
296434,17,768,1
296435,12,769,1
296436,16,770,1
296437,8,771,1
296438,16,772,1
296439,3,773,1
296440,13,774,1
296441,6,775,1
296442,9,776,1
296442,15,776,1
296443,16,777,1
296443,7,777,1
296444,5,778,4
296444,15,778,1
296445,5,779,1
296446,6,780,1
296447,13,781,1
296448,7,782,1
296449,17,783,2
296450,7,784,1
296451,15,785,1
296452,15,786,1
296453,4,787,1
296454,5,788,1
296455,15,789,1
296456,6,790,1
296457,6,791,1
296458,14,792,1
296459,17,793,1
296460,4,794,1
296461,6,795,1
296462,5,796,5
296463,3,797,1
296464,5,798,3
296465,4,799,1
296466,17,800,1
296467,17,801,1
296468,17,802,1
296469,4,803,1
296470,4,804,2
296471,9,805,1
296472,10,806,1
296473,7,807,1
296474,18,808,1
296475,1,809,1
296476,2,810,1
296477,6,811,1
296478,17,812,1
296479,15,813,1
296480,17,814,1
296481,16,815,1
296482,8,816,1
296483,14,817,1
296484,12,818,2
296485,10,819,1
296486,15,820,2
296487,5,821,1
296488,15,822,1
296489,6,823,1
296490,15,824,1
296491,1,825,1
296492,17,826,1
296493,14,827,1
296494,12,828,1
296495,14,829,1
296496,17,830,1
296497,18,831,1
296498,1,832,1
296499,5,833,2
296500,4,834,1
296501,4,835,1
296502,6,836,1
296503,6,837,1
296504,2,838,1
296505,5,839,1
296506,0,840,1
296507,7,841,1
296508,7,842,1
296509,15,843,1
296510,5,844,1
296511,2,845,1
296512,5,846,1
296513,12,847,1
296514,17,848,1
296515,4,849,1
296516,17,850,1
296517,4,851,1
296518,13,852,1
296519,15,853,1
296520,9,854,1
296520,15,854,1
296521,12,855,1
296522,15,856,1
296523,7,857,1
296524,12,858,1
296525,7,859,1
296526,9,860,1
296527,4,861,1
296528,4,862,2
296529,9,863,1
296530,6,864,1
296531,2,865,1
296531,7,865,1
296532,4,866,2
296533,8,867,1
296534,15,868,1
296535,5,869,1
296536,13,870,1
296537,15,871,1
296538,5,872,1
296539,5,873,1
296540,15,874,1
296541,17,875,1
296542,15,876,1
296543,2,877,1
296544,12,878,1
296545,15,879,1
296546,13,880,1
296547,14,881,1
296548,7,882,1
296549,3,883,1
296550,4,884,1
296551,6,885,1
296552,5,886,2
296553,15,887,1
296554,2,888,1
296555,12,889,1
296556,15,890,1
296557,17,891,1
296558,17,892,1
296559,7,893,1
296560,4,894,3
296561,12,895,1
296562,6,896,1
296563,13,897,1
296564,12,898,1
296565,5,899,1
296566,12,900,1
296567,4,901,1
296568,2,902,1
296569,12,903,1
296570,5,904,1
296571,15,905,1
296572,15,906,1
296573,15,907,1
296574,18,908,1
296574,17,908,1
296575,7,909,1
296576,17,910,1
296577,4,911,1
296578,6,912,1
296579,15,913,2
296580,7,914,1
296581,17,915,1
296582,6,916,1
296583,17,917,1
296584,9,918,1
296585,12,919,1
296586,4,920,1
296587,6,921,1
296588,15,922,1
296589,1,923,1
296590,12,924,1
296591,6,925,1
296592,2,926,1
296593,6,927,1
296594,6,928,1
296595,12,929,1
296596,15,930,1
296597,5,931,1
296598,5,932,3
296599,6,933,1
296600,6,934,1
296601,9,935,1
296602,14,936,1
296603,5,937,1
296604,15,938,1
296605,6,939,1
296606,17,940,1
296607,4,941,3
296608,14,942,1
296609,9,943,1
296609,15,943,1
296610,7,944,1
296611,15,945,1
296612,3,946,1
296613,6,947,1
296614,17,948,1
296615,9,949,1
296616,5,950,1
296617,14,951,1
296618,17,952,1
296619,1,953,1
296620,18,954,1
296621,5,955,1
296622,18,956,1
296623,0,957,1
296624,17,958,1
296625,13,959,1
296626,4,960,2
296627,12,961,2
296628,8,962,1
296629,7,963,1
296630,12,964,1
296631,1,965,1
296632,17,966,1
296633,17,967,2
296634,7,968,1
296635,6,969,1
296636,6,970,1
296637,17,971,1
296638,6,972,1
296639,2,973,1
296640,6,974,1
296641,18,975,1
296641,17,975,1
296642,5,976,1
296643,17,977,1
296644,12,978,1
296645,2,979,1
296646,5,980,3
296647,13,981,1
296648,7,982,1
296649,1,983,1
296650,6,984,1
296651,3,985,1
296652,6,986,1
296653,9,987,1
296653,17,987,1
296654,4,988,1
296655,15,989,1
296656,5,990,1
296657,18,991,1
296658,1,992,1
296659,8,993,1
296660,5,994,2
296661,0,995,1
296662,2,996,1
296663,9,997,1
296664,0,998,1
296665,5,999,1
296666,12,1000,1
296667,6,1001,1
296668,5,1002,2
296668,5,1002,4
296669,12,1003,1
296670,16,1004,1
296670,15,1004,1
296671,12,1005,1
296672,15,1006,2
296673,5,1007,2
296674,9,1008,1
296675,7,1009,1
296676,5,1010,2
296677,3,1011,1
296678,2,1012,1
296679,17,1013,1
296680,4,1014,1
296681,5,1015,1
296682,12,1016,1
296683,14,1017,1
296684,7,1018,1
296685,6,1019,1
296686,1,1020,1
296687,12,1021,1
296687,1,1021,1
296688,13,1022,1
296689,2,1023,1
296690,0,1024,1
296691,0,1025,1
296692,7,1026,1
296693,7,1027,1
296694,0,1028,1
296695,2,1029,1
296696,12,1030,1
296697,12,1031,1
296698,17,1032,1
296699,3,1033,1
296700,15,1034,1
296701,13,1035,1
296702,18,1036,1
296703,15,1037,1
296704,0,1038,1
296705,5,1039,1
296706,6,1040,1
296707,6,1041,1
296707,17,1041,1
296708,18,1042,1
296709,8,1043,1
296710,12,1044,1
296711,15,1045,1
296712,5,1046,1
296713,17,1047,2
296714,17,1048,1
296715,5,1049,1
296716,12,1050,1
296717,15,1051,1
296718,5,1052,5
296719,4,1053,2
296720,5,1054,1
296721,4,1055,1
296722,15,1056,1
296723,15,1057,1
296724,5,1058,2
296725,9,1059,1
296726,3,1060,1
296727,8,1061,1
296728,17,1062,1
296729,3,1063,1
296730,1,1064,1
296730,17,1064,2
296731,9,1065,1
296732,5,1066,1
296733,17,1067,1
296734,7,1068,1
296735,12,1069,1
296736,4,1070,1
296737,4,1071,2
296738,0,1072,1
296739,17,1073,1
296740,0,1074,1
296741,9,1075,1
296742,5,1076,2
296743,4,1077,1
296744,17,1078,1
296745,17,1079,1
296746,2,1080,1
296747,4,1081,1
296748,5,1082,1
296749,3,1083,1
296750,6,1084,1
296751,3,1085,1
296752,4,1086,1
296753,15,1087,1
296754,15,1088,2
296755,5,1089,2
296756,5,1090,1
296757,6,1091,1
296758,12,1092,1
296759,6,1093,1
296760,8,1094,1
296761,15,1095,1
296762,4,1096,1
296763,12,1097,1
296764,3,1098,1
296765,17,1099,1
296766,17,1100,1
296767,4,1101,1
296768,4,1102,2
296769,16,1103,1
296770,2,1104,1
296771,1,1105,1
296772,15,1106,1
296773,17,1107,1
296774,5,1108,1
296775,1,1109,1
296776,17,1110,1
296777,15,1111,2
296778,12,1112,1
296779,14,1113,1
296780,17,1114,1
296781,15,1115,1
296782,9,1116,1
296783,1,1117,1
296784,17,1118,3
296785,15,1119,1
296786,5,1120,2
296787,12,1121,1
296788,15,1122,1
296789,6,1123,1
296790,5,1124,1
296791,12,1125,1
296792,5,1126,1
296793,4,1127,1
296794,18,1128,1
296795,5,1129,1
296796,15,1130,1
296797,13,1131,1
296797,8,1131,1
296798,5,1132,2
296799,17,1133,1
296800,4,1134,1
296801,12,1135,1
296802,7,1136,1
296803,12,1137,1
296804,12,1138,1
296804,4,1138,1
296805,6,1139,1
296806,12,1140,1
296807,5,1141,1
296808,6,1142,1
296809,3,1143,1
296810,17,1144,1
296811,3,1145,1
296812,12,1146,1
296813,3,1147,1
296814,4,1148,1
296815,4,1149,1
296816,17,1150,1
296817,0,1151,1
296818,12,1152,1
296819,8,1153,1
296820,15,1154,2
296821,5,1155,2
296822,7,1156,1
296823,12,1157,1
296824,6,1158,1
296825,15,1159,1
296826,15,1160,1
296827,6,1161,1
296828,17,1162,1
296829,4,1163,1
296830,8,1164,1
296831,3,1165,1
296832,6,1166,1
296833,6,1167,1
296834,15,1168,1
296835,17,1169,1
296836,7,1170,2
296837,17,1171,1
296838,12,1172,1
296839,7,1173,1
296840,1,1174,1
296841,18,1175,1
296841,17,1175,1
296842,17,1176,1
296843,12,1177,1
296844,3,1178,1
296845,11,1179,1
296846,3,1180,1
296847,1,1181,1
296848,15,1182,1
296849,6,1183,1
296850,7,1184,1
296850,5,1184,2
296851,15,1185,1
296852,1,1186,1
296853,17,1187,1
296854,7,1188,1
296855,17,1189,1
296856,12,1190,1
296856,2,1190,1
296857,6,1191,1
296858,1,1192,1
296859,15,1193,1
296860,17,1194,1
296861,5,1195,1
296862,4,1196,2
296863,4,1197,1
296864,15,1198,1
296865,1,1199,1
296866,15,1200,1
296867,12,1201,1
296868,6,1202,1
296869,18,1203,1
296870,5,1204,1
296871,3,1205,1
296872,14,1206,1
296873,17,1207,1
296874,17,1208,1
296875,15,1209,1
296876,3,1210,1
296877,6,1211,1
296878,3,1212,1
296879,15,1213,1
296880,3,1214,1
296881,8,1215,1
296882,6,1216,1
296883,5,1217,1
296884,12,1218,1
296885,17,1219,1
296886,4,1220,1
296887,6,1221,1
296888,5,1222,2
296889,8,1223,1
296890,7,1224,1
296891,2,1225,1
296892,2,1226,1
296893,10,1227,1
296894,8,1228,1
296895,3,1229,1
296896,12,1230,1
296897,12,1231,1
296898,15,1232,1
296899,5,1233,1
296900,16,1234,1
296900,17,1234,1
296901,12,1235,1
296902,0,1236,1
296903,15,1237,1
296904,17,1238,1
296905,13,1239,1
296906,5,1240,4
296907,4,1241,1
296908,5,1242,1
296909,6,1243,1
296910,6,1244,1
296911,3,1245,1
296912,6,1246,1
296913,3,1247,1
296914,13,1248,1
296914,18,1248,1
296915,13,1249,1
296916,18,1250,1
296917,6,1251,1
296918,4,1252,1
296919,14,1253,1
296920,5,1254,2
296921,5,1255,1
296922,9,1256,1
296922,15,1256,1
296923,5,1257,1
296924,18,1258,1
296925,15,1259,1
296926,1,1260,1
296927,17,1261,1
296928,12,1262,2
296929,7,1263,1
296930,17,1264,1
296931,1,1265,1
296932,4,1266,1
296933,9,1267,1
296934,13,1268,1
296935,12,1269,1
296936,12,1270,1
296937,5,1271,6
296938,15,1272,1
296939,12,808,1
296940,12,1273,2
296941,5,1274,2
296942,14,1275,1
296943,14,1276,1
296944,9,1277,1
296944,15,1277,1
296945,15,1278,1
296946,9,1279,1
296947,7,1280,1
296948,6,1281,1
296949,14,1282,1
296950,2,1283,1
296951,4,1284,1
296952,15,1285,1
296953,15,1286,2
296954,3,1287,1
296955,5,1288,2
296956,7,1289,1
296957,2,1290,1
296958,7,1291,1
296959,4,1292,1
296960,15,1293,1
296961,4,1294,1
296962,15,1295,2
296963,6,1296,1
296964,2,1297,1
296965,7,1298,1
296966,17,1299,1
296967,5,1300,1
296968,12,1301,1
296969,13,1302,1
296970,5,1303,1
296971,12,1304,1
296972,4,1305,1
296973,6,1306,1
296974,4,1307,1
296975,11,1308,1
296976,5,1309,2
296977,6,1310,1
296978,9,1311,1
296978,15,1311,1
296979,17,1312,1
296980,14,1313,1
296981,8,1314,1
296982,17,1315,1
296983,12,1316,1
296984,5,1317,2
296985,4,1318,1
296986,18,1319,1
296987,12,1320,1
296987,15,1320,1
296988,4,1321,1
296989,1,1322,1
296990,7,1323,1
296991,4,1324,1
296992,18,1325,1
296992,6,1325,1
296993,5,1326,1
296994,5,1327,1
296995,5,1328,2
296996,4,1329,2
296997,13,1330,1
296998,9,1331,1
296998,15,1331,1
296998,17,1331,1
296999,17,1332,1
297000,13,1333,1
297001,12,1334,1
297002,15,1335,2
297003,12,1336,1
297004,18,1337,1
297005,17,1338,1
297006,6,1339,1
297007,4,1340,1
297008,7,1341,1
297009,13,1342,1
297010,17,1343,1
297011,15,1344,1
297012,4,1345,1
297013,15,1346,1
297014,6,1347,1
297015,5,1348,3
297016,17,1349,1
297017,6,1350,1
297018,12,1351,1
297019,15,1352,1
297020,4,1353,1
297021,5,1354,1
297022,7,1355,1
297023,18,1356,1
297023,5,1356,1
297024,13,1357,1
297025,3,1358,1
297026,17,1359,1
297027,9,1360,1
297028,12,1361,1
297029,12,1362,2
297030,6,1363,1
297031,4,1364,1
297032,5,1365,1
297033,1,1366,1
297034,15,1367,1
297035,7,1368,2
297036,9,1369,1
297037,12,1370,1
297038,6,1371,1
297039,15,1372,1
297040,17,1373,1
297041,12,1374,1
297042,17,1375,1
297043,15,1376,1
297044,4,1377,2
297045,5,1378,1
297046,7,1379,1
297047,15,715,1
297048,4,1380,1
297049,6,1381,1
297050,5,1382,3
297051,4,1383,2
297052,5,1384,2
297053,2,1385,1
297054,12,1386,1
297055,7,1387,1
297056,18,1388,1
297056,6,1388,1
297056,17,1388,1
297057,4,1389,1
297058,9,1390,1
297058,15,1390,1
297058,17,1390,1
297059,5,1391,2
297060,17,1392,1
297061,4,1393,2
297062,4,1394,1
297063,5,1395,1
297064,5,1396,1
297065,3,1397,1
297066,17,1398,1
297067,7,1399,1
297068,8,1400,1
297069,2,1401,1
297070,5,1402,1
297071,17,1403,1
297072,17,1404,1
297073,18,1405,1
297074,4,1406,1
297075,12,1407,1
297075,2,1407,1
297076,16,1408,1
297077,12,1409,1
297078,18,1410,1
297078,12,1410,1
297079,4,1411,1
297080,12,1412,1
297081,4,1413,1
297082,17,1414,1
297083,1,1415,1
297084,13,1416,1
297085,1,1417,1
297086,5,1418,1
297087,6,1419,1
297088,15,1420,2
297089,0,1421,1
297090,5,1422,1
297091,12,1423,1
297092,4,1424,1
297093,13,1425,1
